[ERROR] [2017-05-08 10:23:26,875] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no adapt type
[ERROR] [2017-05-08 14:11:40,365] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,365] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,365] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,365] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,366] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,366] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,366] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,366] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,366] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,366] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,367] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,367] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,367] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,367] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,367] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,367] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,367] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,367] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,368] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,368] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,368] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,368] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,368] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,369] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,369] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,369] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,369] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,369] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,369] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,370] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,370] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,370] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,370] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,370] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,370] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,370] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,370] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,370] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,370] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,370] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,371] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,371] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,371] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,371] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,371] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,371] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,371] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,371] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,371] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,371] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,372] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,372] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,372] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,372] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,372] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,373] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,373] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,373] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,373] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,373] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,373] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,373] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,374] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,374] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,374] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,374] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,374] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,374] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,375] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,375] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,375] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,375] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,375] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,375] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,376] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,376] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,376] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,377] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,377] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,377] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,377] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,378] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,378] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,378] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,378] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,378] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,378] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,378] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,378] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,378] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,378] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,378] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,378] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,379] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,379] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,379] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,379] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,379] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,379] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,379] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,379] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,379] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,379] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,379] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,379] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,380] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,380] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,380] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,380] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,380] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,380] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,380] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,380] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,380] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,380] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,380] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,380] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,381] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,381] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,381] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,381] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,382] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,382] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,382] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,383] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,383] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,383] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,383] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,383] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,383] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,384] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,384] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,384] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,384] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,385] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,386] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,386] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,386] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,386] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,386] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,387] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,387] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,387] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,387] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,387] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,387] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,387] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,387] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,387] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,387] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,388] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,388] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,388] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,388] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,388] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,388] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,388] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,389] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,389] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,389] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,389] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,389] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,390] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,390] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,390] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,390] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,390] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,390] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,390] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,390] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,390] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,390] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,390] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,391] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,391] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,391] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,391] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,391] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,391] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,391] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,391] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,391] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,391] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,391] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,391] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,392] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,392] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,392] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,392] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
